resp_index,choicetask,race,choice,gender,age,hhsize,children,education,zipcode,employment,hhincome,gas_reliab,rent,used,budget,vehclass,homecharge,reliab_1,reliab_2,reliab_3,reliab_4,reliab_5,reliab_fs,CR1,CR2,CR3,CR4,CR5,CR6,CR7,CR8,CR9,CR10,cr_fs,zip_region,treatment,survey_index,ev_price,ev_opcost,ev_range,ev_chargavail,icev_price,icev_opcost,icev_range,ev_av,icev_av
1304,7,White,1,2,56,1,0,3,92691,2,8,5,0,0,25000,1,1,71,5,4,4,4,0.426779094839673,4,1,4,4,3,4,4,4,5,3,0.768983465015658,9,2,434,22500.0,5.0,200,25,20000.0,12.5,200,1,1
1304,8,White,2,2,56,1,0,3,92691,2,8,5,0,0,25000,1,1,71,5,4,4,4,0.426779094839673,4,1,4,4,3,4,4,4,5,3,0.768983465015658,9,2,434,22500.0,15.0,200,25,25000.0,15.0,200,1,1
1304,9,White,1,2,56,1,0,3,92691,2,8,5,0,0,25000,1,1,71,5,4,4,4,0.426779094839673,4,1,4,4,3,4,4,4,5,3,0.768983465015658,9,2,434,20000.0,10.0,400,25,25000.0,10.0,300,1,1
1304,10,White,2,2,56,1,0,3,92691,2,8,5,0,0,25000,1,1,71,5,4,4,4,0.426779094839673,4,1,4,4,3,4,4,4,5,3,0.768983465015658,9,2,434,22500.0,7.5,200,50,22500.0,5.0,400,1,1
1144,1,Hispanic or Latino,2,1,33,2,1,8,32818,2,8,5,1,1,40000,3,1,82,5,5,5,5,0.957283480186519,4,3,2,1,3,2,1,3,2,5,-1.00224976373971,3,1,381,28000.0,7.5,200,10,36000.0,15.0,400,1,1
1144,2,Hispanic or Latino,1,1,33,2,1,8,32818,2,8,5,1,1,40000,3,1,82,5,5,5,5,0.957283480186519,4,3,2,1,3,2,1,3,2,5,-1.00224976373971,3,1,381,36000.0,15.0,400,10,32000.0,12.5,400,1,1
1144,3,Hispanic or Latino,1,1,33,2,1,8,32818,2,8,5,1,1,40000,3,1,82,5,5,5,5,0.957283480186519,4,3,2,1,3,2,1,3,2,5,-1.00224976373971,3,1,381,40000.0,15.0,300,10,40000.0,15.0,200,1,1
1144,4,Hispanic or Latino,2,1,33,2,1,8,32818,2,8,5,1,1,40000,3,1,82,5,5,5,5,0.957283480186519,4,3,2,1,3,2,1,3,2,5,-1.00224976373971,3,1,381,32000.0,5.0,300,25,40000.0,5.0,300,1,1
1144,5,Hispanic or Latino,1,1,33,2,1,8,32818,2,8,5,1,1,40000,3,1,82,5,5,5,5,0.957283480186519,4,3,2,1,3,2,1,3,2,5,-1.00224976373971,3,1,381,28000.0,12.5,300,100,28000.0,12.5,300,1,1
1144,6,Hispanic or Latino,1,1,33,2,1,8,32818,2,8,5,1,1,40000,3,1,82,5,5,5,5,0.957283480186519,4,3,2,1,3,2,1,3,2,5,-1.00224976373971,3,1,381,36000.0,15.0,400,25,36000.0,10.0,400,1,1
1144,7,Hispanic or Latino,2,1,33,2,1,8,32818,2,8,5,1,1,40000,3,1,82,5,5,5,5,0.957283480186519,4,3,2,1,3,2,1,3,2,5,-1.00224976373971,3,1,381,32000.0,5.0,300,10,32000.0,10.0,300,1,1
1144,8,Hispanic or Latino,1,1,33,2,1,8,32818,2,8,5,1,1,40000,3,1,82,5,5,5,5,0.957283480186519,4,3,2,1,3,2,1,3,2,5,-1.00224976373971,3,1,381,40000.0,10.0,400,50,32000.0,5.0,200,1,1
1144,9,Hispanic or Latino,2,1,33,2,1,8,32818,2,8,5,1,1,40000,3,1,82,5,5,5,5,0.957283480186519,4,3,2,1,3,2,1,3,2,5,-1.00224976373971,3,1,381,36000.0,10.0,200,75,28000.0,12.5,200,1,1
1144,10,Hispanic or Latino,2,1,33,2,1,8,32818,2,8,5,1,1,40000,3,1,82,5,5,5,5,0.957283480186519,4,3,2,1,3,2,1,3,2,5,-1.00224976373971,3,1,381,32000.0,12.5,400,10,32000.0,12.5,400,1,1
1022,1,White,2,1,80,1,0,6,45239,7,7,5,0,0,30000,1,1,80,6,5,5,5,1.08299259192653,3,2,3,2,4,2,2,2,4,2,-0.503719445103129,4,2,340,27000.0,7.5,300,25,21000.0,5.0,200,1,1
1022,2,White,2,1,80,1,0,6,45239,7,7,5,0,0,30000,1,1,80,6,5,5,5,1.08299259192653,3,2,3,2,4,2,2,2,4,2,-0.503719445103129,4,2,340,24000.0,5.0,200,75,21000.0,5.0,300,1,1
1022,3,White,2,1,80,1,0,6,45239,7,7,5,0,0,30000,1,1,80,6,5,5,5,1.08299259192653,3,2,3,2,4,2,2,2,4,2,-0.503719445103129,4,2,340,30000.0,7.5,300,50,30000.0,7.5,400,1,1
1022,4,White,1,1,80,1,0,6,45239,7,7,5,0,0,30000,1,1,80,6,5,5,5,1.08299259192653,3,2,3,2,4,2,2,2,4,2,-0.503719445103129,4,2,340,27000.0,7.5,200,75,30000.0,15.0,300,1,1
1022,5,White,1,1,80,1,0,6,45239,7,7,5,0,0,30000,1,1,80,6,5,5,5,1.08299259192653,3,2,3,2,4,2,2,2,4,2,-0.503719445103129,4,2,340,24000.0,5.0,400,50,30000.0,12.5,300,1,1
1022,6,White,2,1,80,1,0,6,45239,7,7,5,0,0,30000,1,1,80,6,5,5,5,1.08299259192653,3,2,3,2,4,2,2,2,4,2,-0.503719445103129,4,2,340,27000.0,5.0,200,10,30000.0,12.5,300,1,1
1022,7,White,2,1,80,1,0,6,45239,7,7,5,0,0,30000,1,1,80,6,5,5,5,1.08299259192653,3,2,3,2,4,2,2,2,4,2,-0.503719445103129,4,2,340,27000.0,5.0,400,25,24000.0,10.0,200,1,1
1022,8,White,1,1,80,1,0,6,45239,7,7,5,0,0,30000,1,1,80,6,5,5,5,1.08299259192653,3,2,3,2,4,2,2,2,4,2,-0.503719445103129,4,2,340,24000.0,5.0,300,100,30000.0,10.0,300,1,1
1022,9,White,2,1,80,1,0,6,45239,7,7,5,0,0,30000,1,1,80,6,5,5,5,1.08299259192653,3,2,3,2,4,2,2,2,4,2,-0.503719445103129,4,2,340,27000.0,10.0,200,25,30000.0,7.5,400,1,1
1022,10,White,2,1,80,1,0,6,45239,7,7,5,0,0,30000,1,1,80,6,5,5,5,1.08299259192653,3,2,3,2,4,2,2,2,4,2,-0.503719445103129,4,2,340,27000.0,5.0,400,25,30000.0,5.0,400,1,1
986,1,White,1,1,63,3,0,2,40059,2,9,5,0,0,50000,1,1,91,5,5,5,5,1.01055815060861,5,5,5,5,4,4,5,4,5,5,1.83874184686581,4,2,328,50000.0,7.5,400,25,35000.0,10.0,400,1,1
986,2,White,1,1,63,3,0,2,40059,2,9,5,0,0,50000,1,1,91,5,5,5,5,1.01055815060861,5,5,5,5,4,4,5,4,5,5,1.83874184686581,4,2,328,45000.0,10.0,200,50,45000.0,7.5,200,1,1
986,3,White,1,1,63,3,0,2,40059,2,9,5,0,0,50000,1,1,91,5,5,5,5,1.01055815060861,5,5,5,5,4,4,5,4,5,5,1.83874184686581,4,2,328,35000.0,7.5,300,10,50000.0,15.0,200,1,1
986,4,White,1,1,63,3,0,2,40059,2,9,5,0,0,50000,1,1,91,5,5,5,5,1.01055815060861,5,5,5,5,4,4,5,4,5,5,1.83874184686581,4,2,328,40000.0,10.0,300,10,50000.0,10.0,400,1,1
986,5,White,1,1,63,3,0,2,40059,2,9,5,0,0,50000,1,1,91,5,5,5,5,1.01055815060861,5,5,5,5,4,4,5,4,5,5,1.83874184686581,4,2,328,35000.0,15.0,200,75,50000.0,15.0,200,1,1
986,6,White,1,1,63,3,0,2,40059,2,9,5,0,0,50000,1,1,91,5,5,5,5,1.01055815060861,5,5,5,5,4,4,5,4,5,5,1.83874184686581,4,2,328,50000.0,10.0,300,75,45000.0,5.0,400,1,1
986,7,White,1,1,63,3,0,2,40059,2,9,5,0,0,50000,1,1,91,5,5,5,5,1.01055815060861,5,5,5,5,4,4,5,4,5,5,1.83874184686581,4,2,328,40000.0,12.5,300,25,45000.0,10.0,200,1,1
986,8,White,1,1,63,3,0,2,40059,2,9,5,0,0,50000,1,1,91,5,5,5,5,1.01055815060861,5,5,5,5,4,4,5,4,5,5,1.83874184686581,4,2,328,40000.0,12.5,300,75,40000.0,7.5,300,1,1
986,9,White,1,1,63,3,0,2,40059,2,9,5,0,0,50000,1,1,91,5,5,5,5,1.01055815060861,5,5,5,5,4,4,5,4,5,5,1.83874184686581,4,2,328,40000.0,7.5,400,25,45000.0,7.5,200,1,1
986,10,White,1,1,63,3,0,2,40059,2,9,5,0,0,50000,1,1,91,5,5,5,5,1.01055815060861,5,5,5,5,4,4,5,4,5,5,1.83874184686581,4,2,328,40000.0,12.5,200,10,45000.0,12.5,200,1,1
1057,1,Black or African American,1,1,25,6,1,2,48034,3,6,5,1,0,10000,1,1,61,4,4,3,4,0.0401320046886893,3,3,4,4,4,2,4,3,3,4,0.350229429357614,4,1,352,10000.0,10.0,400,100,7000.0,7.5,400,1,1
1057,2,Black or African American,2,1,25,6,1,2,48034,3,6,5,1,0,10000,1,1,61,4,4,3,4,0.0401320046886893,3,3,4,4,4,2,4,3,3,4,0.350229429357614,4,1,352,9000.0,12.5,400,75,8000.0,7.5,200,1,1
1057,3,Black or African American,2,1,25,6,1,2,48034,3,6,5,1,0,10000,1,1,61,4,4,3,4,0.0401320046886893,3,3,4,4,4,2,4,3,3,4,0.350229429357614,4,1,352,9000.0,12.5,200,10,10000.0,15.0,300,1,1
1057,4,Black or African American,2,1,25,6,1,2,48034,3,6,5,1,0,10000,1,1,61,4,4,3,4,0.0401320046886893,3,3,4,4,4,2,4,3,3,4,0.350229429357614,4,1,352,9000.0,10.0,200,50,8000.0,12.5,300,1,1
1057,5,Black or African American,2,1,25,6,1,2,48034,3,6,5,1,0,10000,1,1,61,4,4,3,4,0.0401320046886893,3,3,4,4,4,2,4,3,3,4,0.350229429357614,4,1,352,7000.0,5.0,200,10,8000.0,12.5,300,1,1
1057,6,Black or African American,1,1,25,6,1,2,48034,3,6,5,1,0,10000,1,1,61,4,4,3,4,0.0401320046886893,3,3,4,4,4,2,4,3,3,4,0.350229429357614,4,1,352,8000.0,10.0,200,75,10000.0,12.5,300,1,1
1057,7,Black or African American,2,1,25,6,1,2,48034,3,6,5,1,0,10000,1,1,61,4,4,3,4,0.0401320046886893,3,3,4,4,4,2,4,3,3,4,0.350229429357614,4,1,352,9000.0,7.5,300,25,9000.0,7.5,400,1,1
1057,8,Black or African American,2,1,25,6,1,2,48034,3,6,5,1,0,10000,1,1,61,4,4,3,4,0.0401320046886893,3,3,4,4,4,2,4,3,3,4,0.350229429357614,4,1,352,7000.0,10.0,200,10,9000.0,12.5,200,1,1
1057,9,Black or African American,1,1,25,6,1,2,48034,3,6,5,1,0,10000,1,1,61,4,4,3,4,0.0401320046886893,3,3,4,4,4,2,4,3,3,4,0.350229429357614,4,1,352,7000.0,7.5,300,100,8000.0,7.5,300,1,1
1057,10,Black or African American,2,1,25,6,1,2,48034,3,6,5,1,0,10000,1,1,61,4,4,3,4,0.0401320046886893,3,3,4,4,4,2,4,3,3,4,0.350229429357614,4,1,352,9000.0,12.5,400,100,8000.0,12.5,200,1,1
1446,1,Black or African American,1,2,72,2,0,2,75052,3,5,5,0,0,40000,1,1,73,3,3,3,3,-0.301868843565115,4,3,3,4,4,4,4,3,4,3,0.523452708054086,7,0,482,36000.0,7.5,300,100,28000.0,10.0,200,1,1
1446,2,Black or African American,2,2,72,2,0,2,75052,3,5,5,0,0,40000,1,1,73,3,3,3,3,-0.301868843565115,4,3,3,4,4,4,4,3,4,3,0.523452708054086,7,0,482,28000.0,15.0,400,25,28000.0,7.5,300,1,1
1446,3,Black or African American,1,2,72,2,0,2,75052,3,5,5,0,0,40000,1,1,73,3,3,3,3,-0.301868843565115,4,3,3,4,4,4,4,3,4,3,0.523452708054086,7,0,482,36000.0,5.0,300,25,28000.0,15.0,200,1,1
1446,4,Black or African American,1,2,72,2,0,2,75052,3,5,5,0,0,40000,1,1,73,3,3,3,3,-0.301868843565115,4,3,3,4,4,4,4,3,4,3,0.523452708054086,7,0,482,36000.0,10.0,300,75,32000.0,15.0,200,1,1
1446,5,Black or African American,1,2,72,2,0,2,75052,3,5,5,0,0,40000,1,1,73,3,3,3,3,-0.301868843565115,4,3,3,4,4,4,4,3,4,3,0.523452708054086,7,0,482,28000.0,15.0,200,50,36000.0,15.0,200,1,1
1446,6,Black or African American,1,2,72,2,0,2,75052,3,5,5,0,0,40000,1,1,73,3,3,3,3,-0.301868843565115,4,3,3,4,4,4,4,3,4,3,0.523452708054086,7,0,482,28000.0,10.0,300,75,28000.0,10.0,300,1,1
1446,7,Black or African American,1,2,72,2,0,2,75052,3,5,5,0,0,40000,1,1,73,3,3,3,3,-0.301868843565115,4,3,3,4,4,4,4,3,4,3,0.523452708054086,7,0,482,36000.0,5.0,200,75,32000.0,10.0,400,1,1
1446,8,Black or African American,1,2,72,2,0,2,75052,3,5,5,0,0,40000,1,1,73,3,3,3,3,-0.301868843565115,4,3,3,4,4,4,4,3,4,3,0.523452708054086,7,0,482,40000.0,12.5,400,50,36000.0,10.0,200,1,1
1446,9,Black or African American,1,2,72,2,0,2,75052,3,5,5,0,0,40000,1,1,73,3,3,3,3,-0.301868843565115,4,3,3,4,4,4,4,3,4,3,0.523452708054086,7,0,482,36000.0,5.0,400,75,40000.0,15.0,400,1,1
1446,10,Black or African American,1,2,72,2,0,2,75052,3,5,5,0,0,40000,1,1,73,3,3,3,3,-0.301868843565115,4,3,3,4,4,4,4,3,4,3,0.523452708054086,7,0,482,28000.0,15.0,400,100,28000.0,10.0,300,1,1
1200,1,White,1,2,60,2,0,1,8052,4,5,4,0,0,40000,1,1,41,2,2,3,3,-0.802369206484136,4,4,3,4,2,4,4,3,2,4,0.143176388954354,0,0,400,36000.0,12.5,300,25,32000.0,5.0,400,1,1
1200,2,White,2,2,60,2,0,1,8052,4,5,4,0,0,40000,1,1,41,2,2,3,3,-0.802369206484136,4,4,3,4,2,4,4,3,2,4,0.143176388954354,0,0,400,36000.0,10.0,400,75,28000.0,12.5,300,1,1
1200,3,White,2,2,60,2,0,1,8052,4,5,4,0,0,40000,1,1,41,2,2,3,3,-0.802369206484136,4,4,3,4,2,4,4,3,2,4,0.143176388954354,0,0,400,32000.0,5.0,300,25,28000.0,10.0,400,1,1
1200,4,White,1,2,60,2,0,1,8052,4,5,4,0,0,40000,1,1,41,2,2,3,3,-0.802369206484136,4,4,3,4,2,4,4,3,2,4,0.143176388954354,0,0,400,28000.0,5.0,200,50,28000.0,10.0,200,1,1
1200,5,White,1,2,60,2,0,1,8052,4,5,4,0,0,40000,1,1,41,2,2,3,3,-0.802369206484136,4,4,3,4,2,4,4,3,2,4,0.143176388954354,0,0,400,36000.0,12.5,400,10,28000.0,5.0,200,1,1
1200,6,White,2,2,60,2,0,1,8052,4,5,4,0,0,40000,1,1,41,2,2,3,3,-0.802369206484136,4,4,3,4,2,4,4,3,2,4,0.143176388954354,0,0,400,40000.0,5.0,200,75,28000.0,5.0,400,1,1
1200,7,White,1,2,60,2,0,1,8052,4,5,4,0,0,40000,1,1,41,2,2,3,3,-0.802369206484136,4,4,3,4,2,4,4,3,2,4,0.143176388954354,0,0,400,40000.0,7.5,200,50,40000.0,15.0,400,1,1
1200,8,White,1,2,60,2,0,1,8052,4,5,4,0,0,40000,1,1,41,2,2,3,3,-0.802369206484136,4,4,3,4,2,4,4,3,2,4,0.143176388954354,0,0,400,32000.0,7.5,300,75,40000.0,10.0,200,1,1
1200,9,White,1,2,60,2,0,1,8052,4,5,4,0,0,40000,1,1,41,2,2,3,3,-0.802369206484136,4,4,3,4,2,4,4,3,2,4,0.143176388954354,0,0,400,32000.0,5.0,400,100,36000.0,15.0,400,1,1
1200,10,White,2,2,60,2,0,1,8052,4,5,4,0,0,40000,1,1,41,2,2,3,3,-0.802369206484136,4,4,3,4,2,4,4,3,2,4,0.143176388954354,0,0,400,40000.0,15.0,400,75,32000.0,12.5,400,1,1
805,1,White,2,1,59,2,0,4,45601,3,2,5,0,1,9000,1,1,85,6,5,6,5,1.30249471556477,4,5,5,4,3,4,4,3,5,3,1.20191281241193,4,1,268,8100.0,10.0,300,25,6300.0,15.0,400,1,1
805,2,White,1,1,59,2,0,4,45601,3,2,5,0,1,9000,1,1,85,6,5,6,5,1.30249471556477,4,5,5,4,3,4,4,3,5,3,1.20191281241193,4,1,268,7200.0,12.5,300,75,6300.0,7.5,200,1,1
805,3,White,1,1,59,2,0,4,45601,3,2,5,0,1,9000,1,1,85,6,5,6,5,1.30249471556477,4,5,5,4,3,4,4,3,5,3,1.20191281241193,4,1,268,7200.0,5.0,200,75,6300.0,12.5,400,1,1
805,4,White,1,1,59,2,0,4,45601,3,2,5,0,1,9000,1,1,85,6,5,6,5,1.30249471556477,4,5,5,4,3,4,4,3,5,3,1.20191281241193,4,1,268,9000.0,5.0,200,100,9000.0,10.0,300,1,1
805,5,White,1,1,59,2,0,4,45601,3,2,5,0,1,9000,1,1,85,6,5,6,5,1.30249471556477,4,5,5,4,3,4,4,3,5,3,1.20191281241193,4,1,268,6300.0,12.5,300,75,8100.0,10.0,400,1,1
805,6,White,2,1,59,2,0,4,45601,3,2,5,0,1,9000,1,1,85,6,5,6,5,1.30249471556477,4,5,5,4,3,4,4,3,5,3,1.20191281241193,4,1,268,9000.0,5.0,400,25,7200.0,10.0,400,1,1
805,7,White,2,1,59,2,0,4,45601,3,2,5,0,1,9000,1,1,85,6,5,6,5,1.30249471556477,4,5,5,4,3,4,4,3,5,3,1.20191281241193,4,1,268,6300.0,12.5,400,10,6300.0,10.0,400,1,1
805,8,White,1,1,59,2,0,4,45601,3,2,5,0,1,9000,1,1,85,6,5,6,5,1.30249471556477,4,5,5,4,3,4,4,3,5,3,1.20191281241193,4,1,268,6300.0,7.5,400,75,7200.0,15.0,200,1,1
805,9,White,1,1,59,2,0,4,45601,3,2,5,0,1,9000,1,1,85,6,5,6,5,1.30249471556477,4,5,5,4,3,4,4,3,5,3,1.20191281241193,4,1,268,7200.0,12.5,400,75,9000.0,15.0,400,1,1
805,10,White,2,1,59,2,0,4,45601,3,2,5,0,1,9000,1,1,85,6,5,6,5,1.30249471556477,4,5,5,4,3,4,4,3,5,3,1.20191281241193,4,1,268,6300.0,7.5,200,50,6300.0,15.0,200,1,1
928,1,White,2,1,76,2,0,2,19934,7,6,5,0,1,20000,1,1,50,4,3,4,2,-0.212516641248995,4,2,4,3,4,4,3,3,4,3,0.388196688429162,1,1,309,18000.0,5.0,200,75,14000.0,15.0,300,1,1
928,2,White,2,1,76,2,0,2,19934,7,6,5,0,1,20000,1,1,50,4,3,4,2,-0.212516641248995,4,2,4,3,4,4,3,3,4,3,0.388196688429162,1,1,309,20000.0,10.0,300,25,16000.0,5.0,300,1,1
928,3,White,1,1,76,2,0,2,19934,7,6,5,0,1,20000,1,1,50,4,3,4,2,-0.212516641248995,4,2,4,3,4,4,3,3,4,3,0.388196688429162,1,1,309,16000.0,12.5,400,10,20000.0,15.0,300,1,1
928,4,White,1,1,76,2,0,2,19934,7,6,5,0,1,20000,1,1,50,4,3,4,2,-0.212516641248995,4,2,4,3,4,4,3,3,4,3,0.388196688429162,1,1,309,16000.0,7.5,200,100,20000.0,15.0,400,1,1
928,5,White,2,1,76,2,0,2,19934,7,6,5,0,1,20000,1,1,50,4,3,4,2,-0.212516641248995,4,2,4,3,4,4,3,3,4,3,0.388196688429162,1,1,309,20000.0,12.5,200,50,14000.0,7.5,200,1,1
928,6,White,1,1,76,2,0,2,19934,7,6,5,0,1,20000,1,1,50,4,3,4,2,-0.212516641248995,4,2,4,3,4,4,3,3,4,3,0.388196688429162,1,1,309,16000.0,15.0,300,75,18000.0,15.0,300,1,1
928,7,White,2,1,76,2,0,2,19934,7,6,5,0,1,20000,1,1,50,4,3,4,2,-0.212516641248995,4,2,4,3,4,4,3,3,4,3,0.388196688429162,1,1,309,16000.0,12.5,300,100,16000.0,7.5,200,1,1
928,8,White,1,1,76,2,0,2,19934,7,6,5,0,1,20000,1,1,50,4,3,4,2,-0.212516641248995,4,2,4,3,4,4,3,3,4,3,0.388196688429162,1,1,309,14000.0,12.5,300,75,18000.0,5.0,300,1,1
928,9,White,2,1,76,2,0,2,19934,7,6,5,0,1,20000,1,1,50,4,3,4,2,-0.212516641248995,4,2,4,3,4,4,3,3,4,3,0.388196688429162,1,1,309,16000.0,5.0,400,10,18000.0,12.5,200,1,1
928,10,White,2,1,76,2,0,2,19934,7,6,5,0,1,20000,1,1,50,4,3,4,2,-0.212516641248995,4,2,4,3,4,4,3,3,4,3,0.388196688429162,1,1,309,20000.0,15.0,200,10,20000.0,15.0,200,1,1
792,1,White,2,2,37,5,1,1,91402,8,6,5,0,1,25000,1,1,29,2,3,3,3,-0.699870715240242,2,3,3,4,4,3,3,2,2,3,-0.35564287475457,9,0,264,20000.0,10.0,400,25,20000.0,7.5,200,1,1
792,2,White,2,2,37,5,1,1,91402,8,6,5,0,1,25000,1,1,29,2,3,3,3,-0.699870715240242,2,3,3,4,4,3,3,2,2,3,-0.35564287475457,9,0,264,25000.0,10.0,300,50,25000.0,5.0,200,1,1
792,3,White,2,2,37,5,1,1,91402,8,6,5,0,1,25000,1,1,29,2,3,3,3,-0.699870715240242,2,3,3,4,4,3,3,2,2,3,-0.35564287475457,9,0,264,25000.0,10.0,300,25,17500.0,7.5,300,1,1
792,4,White,2,2,37,5,1,1,91402,8,6,5,0,1,25000,1,1,29,2,3,3,3,-0.699870715240242,2,3,3,4,4,3,3,2,2,3,-0.35564287475457,9,0,264,22500.0,15.0,300,50,17500.0,15.0,400,1,1
792,5,White,2,2,37,5,1,1,91402,8,6,5,0,1,25000,1,1,29,2,3,3,3,-0.699870715240242,2,3,3,4,4,3,3,2,2,3,-0.35564287475457,9,0,264,22500.0,12.5,300,50,22500.0,5.0,400,1,1
792,6,White,2,2,37,5,1,1,91402,8,6,5,0,1,25000,1,1,29,2,3,3,3,-0.699870715240242,2,3,3,4,4,3,3,2,2,3,-0.35564287475457,9,0,264,20000.0,12.5,200,100,20000.0,7.5,200,1,1
792,7,White,2,2,37,5,1,1,91402,8,6,5,0,1,25000,1,1,29,2,3,3,3,-0.699870715240242,2,3,3,4,4,3,3,2,2,3,-0.35564287475457,9,0,264,22500.0,5.0,400,50,20000.0,5.0,300,1,1
792,8,White,2,2,37,5,1,1,91402,8,6,5,0,1,25000,1,1,29,2,3,3,3,-0.699870715240242,2,3,3,4,4,3,3,2,2,3,-0.35564287475457,9,0,264,25000.0,10.0,400,75,17500.0,12.5,200,1,1
792,9,White,2,2,37,5,1,1,91402,8,6,5,0,1,25000,1,1,29,2,3,3,3,-0.699870715240242,2,3,3,4,4,3,3,2,2,3,-0.35564287475457,9,0,264,22500.0,5.0,300,75,25000.0,12.5,200,1,1
792,10,White,2,2,37,5,1,1,91402,8,6,5,0,1,25000,1,1,29,2,3,3,3,-0.699870715240242,2,3,3,4,4,3,3,2,2,3,-0.35564287475457,9,0,264,25000.0,12.5,300,25,20000.0,10.0,400,1,1
1202,1,White,2,1,40,4,0,8,6488,8,9,1,1,0,20000,1,0,52,4,4,3,4,-0.0131426657333982,3,3,2,2,3,3,2,2,3,2,-0.808309283347524,0,2,400,18000.0,12.5,300,25,16000.0,5.0,400,1,1
1202,2,White,2,1,40,4,0,8,6488,8,9,1,1,0,20000,1,0,52,4,4,3,4,-0.0131426657333982,3,3,2,2,3,3,2,2,3,2,-0.808309283347524,0,2,400,18000.0,10.0,400,75,14000.0,12.5,300,1,1
1202,3,White,2,1,40,4,0,8,6488,8,9,1,1,0,20000,1,0,52,4,4,3,4,-0.0131426657333982,3,3,2,2,3,3,2,2,3,2,-0.808309283347524,0,2,400,16000.0,5.0,300,25,14000.0,10.0,400,1,1
1202,4,White,2,1,40,4,0,8,6488,8,9,1,1,0,20000,1,0,52,4,4,3,4,-0.0131426657333982,3,3,2,2,3,3,2,2,3,2,-0.808309283347524,0,2,400,14000.0,5.0,200,50,14000.0,10.0,200,1,1
1202,5,White,2,1,40,4,0,8,6488,8,9,1,1,0,20000,1,0,52,4,4,3,4,-0.0131426657333982,3,3,2,2,3,3,2,2,3,2,-0.808309283347524,0,2,400,18000.0,12.5,400,10,14000.0,5.0,200,1,1
1202,6,White,2,1,40,4,0,8,6488,8,9,1,1,0,20000,1,0,52,4,4,3,4,-0.0131426657333982,3,3,2,2,3,3,2,2,3,2,-0.808309283347524,0,2,400,20000.0,5.0,200,75,14000.0,5.0,400,1,1
1202,7,White,2,1,40,4,0,8,6488,8,9,1,1,0,20000,1,0,52,4,4,3,4,-0.0131426657333982,3,3,2,2,3,3,2,2,3,2,-0.808309283347524,0,2,400,20000.0,7.5,200,50,20000.0,15.0,400,1,1
1202,8,White,2,1,40,4,0,8,6488,8,9,1,1,0,20000,1,0,52,4,4,3,4,-0.0131426657333982,3,3,2,2,3,3,2,2,3,2,-0.808309283347524,0,2,400,16000.0,7.5,300,75,20000.0,10.0,200,1,1
1202,9,White,2,1,40,4,0,8,6488,8,9,1,1,0,20000,1,0,52,4,4,3,4,-0.0131426657333982,3,3,2,2,3,3,2,2,3,2,-0.808309283347524,0,2,400,16000.0,5.0,400,100,18000.0,15.0,400,1,1
1202,10,White,2,1,40,4,0,8,6488,8,9,1,1,0,20000,1,0,52,4,4,3,4,-0.0131426657333982,3,3,2,2,3,3,2,2,3,2,-0.808309283347524,0,2,400,20000.0,15.0,400,75,16000.0,12.5,400,1,1
1472,1,White,2,2,53,3,1,8,81503,4,5,5,0,0,30000,3,1,91,5,5,5,5,1.01055815060861,3,3,4,4,4,4,4,2,3,3,0.322385631576935,8,2,490,27000.0,12.5,200,25,24000.0,10.0,300,1,1
1472,2,White,2,2,53,3,1,8,81503,4,5,5,0,0,30000,3,1,91,5,5,5,5,1.01055815060861,3,3,4,4,4,4,4,2,3,3,0.322385631576935,8,2,490,24000.0,12.5,200,10,21000.0,12.5,400,1,1
1472,3,White,1,2,53,3,1,8,81503,4,5,5,0,0,30000,3,1,91,5,5,5,5,1.01055815060861,3,3,4,4,4,4,4,2,3,3,0.322385631576935,8,2,490,30000.0,12.5,300,25,27000.0,12.5,200,1,1
1472,4,White,1,2,53,3,1,8,81503,4,5,5,0,0,30000,3,1,91,5,5,5,5,1.01055815060861,3,3,4,4,4,4,4,2,3,3,0.322385631576935,8,2,490,27000.0,7.5,300,50,27000.0,15.0,200,1,1
1472,5,White,1,2,53,3,1,8,81503,4,5,5,0,0,30000,3,1,91,5,5,5,5,1.01055815060861,3,3,4,4,4,4,4,2,3,3,0.322385631576935,8,2,490,21000.0,7.5,400,75,21000.0,15.0,300,1,1
1472,6,White,1,2,53,3,1,8,81503,4,5,5,0,0,30000,3,1,91,5,5,5,5,1.01055815060861,3,3,4,4,4,4,4,2,3,3,0.322385631576935,8,2,490,24000.0,7.5,200,25,27000.0,5.0,300,1,1
1472,7,White,1,2,53,3,1,8,81503,4,5,5,0,0,30000,3,1,91,5,5,5,5,1.01055815060861,3,3,4,4,4,4,4,2,3,3,0.322385631576935,8,2,490,30000.0,15.0,400,25,30000.0,5.0,200,1,1
1472,8,White,1,2,53,3,1,8,81503,4,5,5,0,0,30000,3,1,91,5,5,5,5,1.01055815060861,3,3,4,4,4,4,4,2,3,3,0.322385631576935,8,2,490,21000.0,7.5,200,50,27000.0,15.0,200,1,1
1472,9,White,1,2,53,3,1,8,81503,4,5,5,0,0,30000,3,1,91,5,5,5,5,1.01055815060861,3,3,4,4,4,4,4,2,3,3,0.322385631576935,8,2,490,24000.0,10.0,200,25,30000.0,10.0,400,1,1
