age,gender,gender_other,race,hhsize,children,zipcode,education,employment,hhincome,evinhh,hhveh,vehpurch_yr,monthly_gas,carpurp,carpurp_other,yearly_longdist,gas_reliab,rent,parking,move,used,budget,vehclass,homecharge,lowreliab_1,lowreliab_2,lowreliab_3,lowreliab_4,lowreliab_5,control_1,control_2,control_3,control_4,control_5,highreliab_1,highreliab_2,highreliab_3,highreliab_4,highreliab_5,CE_ChoiceTask_1_1,CE_ChoiceTask_2_1,CE_ChoiceTask_3_1,CE_ChoiceTask_4_1,CE_ChoiceTask_5_1,CE_ChoiceTask_6_1,CE_ChoiceTask_7_1,CE_ChoiceTask_8_1,CE_ChoiceTask_9_1,CE_ChoiceTask_10_1,techanxiety1,slownessofadopt1,resisttoinnov1,techanxiety2,slownessofadopt2,resisttoinnov2,resisttoinnov3,slownessofadopt3,techanxiety3,techanxiety4,slownessofadopt4,psid,errorMessage,customLink2,customLink3,zipcode,zip_region,Attributes.VisitorId.N,number,treatment,survey_index,evprice_1,icevprice_1,evrange_1,icevrange_1,evopcost_1,icevopcost_1,evchargavail_1,evprice_2,icevprice_2,evrange_2,icevrange_2,evopcost_2,icevopcost_2,evchargavail_2,evprice_3,icevprice_3,evrange_3,icevrange_3,evopcost_3,icevopcost_3,evchargavail_3,evprice_4,icevprice_4,evrange_4,icevrange_4,evopcost_4,icevopcost_4,evchargavail_4,evprice_5,icevprice_5,evrange_5,icevrange_5,evopcost_5,icevopcost_5,evchargavail_5,evprice_6,icevprice_6,evrange_6,icevrange_6,evopcost_6,icevopcost_6,evchargavail_6,evprice_7,icevprice_7,evrange_7,icevrange_7,evopcost_7,icevopcost_7,evchargavail_7,evprice_8,icevprice_8,evrange_8,icevrange_8,evopcost_8,icevopcost_8,evchargavail_8,evprice_9,icevprice_9,evrange_9,icevrange_9,evopcost_9,icevopcost_9,evchargavail_9,evprice_10,icevprice_10,evrange_10,icevrange_10,evopcost_10,icevopcost_10,evchargavail_10,reliab_1,reliab_2,reliab_3,reliab_4,reliab_5
52,1,,White,1,0,53590,1,2,8,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2005,1-2 Times per Month,"Running errands,Driving locally,Extended road trips",,Multiple Times per Year,6,0,Attached private garage,I do not plan to move out from my current home,0,60000,1,1,,,,,,66,3.0,2.0,4.0,3.0,,,,,,2,2,2,2,2,2,2,2,2,2,5,4,3,4,4,4,2,5,3,5,4,JsM3xXZTS03Sa57hb_DZcg**,,,,53590,5,1228,1228,1,409,60000,42000,200,300,15,12.5,100,42000,42000,400,300,15,10,25,42000,48000,200,400,10,5,50,42000,48000,200,300,12.5,7.5,25,48000,60000,400,400,10,10,75,54000,60000,300,200,15,10,50,60000,60000,400,300,15,12.5,75,42000,48000,300,300,15,10,25,60000,48000,300,300,5,7.5,75,60000,54000,400,200,15,5,25,66,3.0,2.0,4.0,3.0
50,2,,White,2,0,63385,8,5,8,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2021,3-4 Times per Month,"Commuting to work,Running errands,Driving locally",,Less than Once per Year,5,0,Attached private garage,I do not plan to move out from my current home,1,35000,3,1,,,,,,,,,,,80,5.0,4.0,4.0,4.0,2,1,2,2,2,1,2,2,1,2,2,2,4,3,3,3,3,3,2,3,2,JsM3xXZTS02vQJCcQQ-8NA**,,,,63385,6,1226,1226,2,408,31500,24500,200,200,10,10,100,35000,28000,300,200,5,12.5,10,28000,35000,400,400,12.5,12.5,25,31500,28000,200,200,10,15,25,24500,24500,300,400,15,5,75,31500,35000,300,300,10,12.5,25,24500,35000,200,400,12.5,10,10,31500,31500,400,400,12.5,5,25,35000,35000,400,200,15,5,100,35000,31500,400,200,7.5,15,10,80,5.0,4.0,4.0,4.0
62,2,,White,2,2,37040,1,7,4,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2011,1-2 Times per Month,"Running errands,Driving locally,Extended road trips",,More than Once per Month,3,0,Attached private garage,I do not plan to move out from my current home,1,26000,2,1,,,,,,41,4.0,4.0,6.0,4.0,,,,,,2,2,1,1,2,1,1,1,1,1,5,3,1,5,3,5,5,4,4,4,4,JsM3xXZTS03_VdCLKksQPQ**,,,,37040,3,1240,1240,1,413,26000,23400,200,300,12.5,10,10,26000,20800,300,200,12.5,7.5,25,20800,18200,300,300,10,15,50,18200,26000,400,200,12.5,15,50,20800,18200,300,400,15,5,50,18200,23400,400,300,12.5,7.5,50,26000,18200,400,400,15,10,75,23400,26000,400,300,12.5,12.5,50,23400,23400,200,200,7.5,15,10,18200,26000,200,300,7.5,12.5,100,41,4.0,4.0,6.0,4.0
83,2,,White,1,0,56529,2,7,4,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2016,1-2 Times per Month,"Running errands,Driving locally",,Multiple Times per Year,5,1,Assigned parking space in a shared lot or garage,I do not plan to move out from my current home,1,20000,1,0,19,1.0,1.0,1.0,6.0,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,3,1,2,1,1,JsM3xXZTS029wVTSKN5uDQ**,,,,56529,5,1224,1224,0,408,18000,14000,200,200,10,10,100,20000,16000,300,200,5,12.5,10,16000,20000,400,400,12.5,12.5,25,18000,16000,200,200,10,15,25,14000,14000,300,400,15,5,75,18000,20000,300,300,10,12.5,25,14000,20000,200,400,12.5,10,10,18000,18000,400,400,12.5,5,25,20000,20000,400,200,15,5,100,20000,18000,400,200,7.5,15,10,19,1.0,1.0,1.0,6.0
81,2,,White,1,0,53226,6,7,6,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2017,1-2 Times per Month,Running errands,,Multiple Times per Year,4,1,Assigned parking space in a shared lot or garage,I do not plan to move out from my current home,0,28000,1,0,2,1.0,1.0,1.0,1.0,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,3,2,1,1,1,3,4,4,2,2,2,JsM3xXZTS037Hd1MawcXNQ**,,,,53226,5,1227,1227,0,409,28000,19600,200,300,15,12.5,100,19600,19600,400,300,15,10,25,19600,22400,200,400,10,5,50,19600,22400,200,300,12.5,7.5,25,22400,28000,400,400,10,10,75,25200,28000,300,200,15,10,50,28000,28000,400,300,15,12.5,75,19600,22400,300,300,15,10,25,28000,22400,300,300,5,7.5,75,28000,25200,400,200,15,5,25,2,1.0,1.0,1.0,1.0
42,1,,Black or African American,3,2,08629,2,2,6,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2020,3-4 Times per Month,"Commuting to work,Running errands,Driving locally,Extended road trips",,Multiple Times per Year,5,1,Assigned parking space in a shared lot or garage,In more than 5 years,0,45000,1,1,,,,,,68,4.0,4.0,4.0,4.0,,,,,,1,2,1,1,1,1,1,1,2,2,5,4,4,5,4,4,4,4,4,4,4,JsM3xXZTS01cVSYNR2yDsg**,,,,08629,0,1243,1243,1,414,31499.999999999996,40500,400,200,5,7.5,25,40500,31499.999999999996,200,300,12.5,5,10,36000,36000,200,300,5,12.5,75,36000,45000,400,200,5,12.5,100,36000,45000,200,200,15,7.5,50,36000,31499.999999999996,400,300,10,5,50,36000,45000,200,200,12.5,12.5,100,36000,45000,300,400,15,12.5,25,40500,45000,400,400,15,7.5,10,45000,36000,200,200,15,15,100,68,4.0,4.0,4.0,4.0
29,1,,White,3,0,71291,6,8,7,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",4,2020,1-2 Times per Month,"Running errands,Driving locally",,Multiple Times per Year,5,0,Attached private garage,Not sure,0,20000,1,1,20,4.0,4.0,4.0,3.0,,,,,,,,,,,2,2,1,1,2,1,2,1,2,1,4,2,2,3,2,2,3,2,3,3,3,JsM3xXZTS008VYGnY17uew**,,,,71291,7,1239,1239,0,413,20000,18000,200,300,12.5,10,10,20000,16000,300,200,12.5,7.5,25,16000,14000,300,300,10,15,50,14000,20000,400,200,12.5,15,50,16000,14000,300,400,15,5,50,14000,18000,400,300,12.5,7.5,50,20000,14000,400,400,15,10,75,18000,20000,400,300,12.5,12.5,50,18000,18000,200,200,7.5,15,10,14000,20000,200,300,7.5,12.5,100,20,4.0,4.0,4.0,3.0
45,2,,"White,Native Hawaiian or Pacific Islander",2,0,97317,2,2,6,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2019,3-4 Times per Month,"Commuting to work,Running errands,Driving locally,Extended road trips",,Multiple Times per Year,4,1,Driveway or carport,In the next 2-5 years,1,15000,1,1,20,1.0,1.0,1.0,1.0,,,,,,,,,,,2,1,1,1,2,1,2,2,2,2,4,2,3,4,4,4,4,4,4,3,3,JsM3xXZTS01eBaOhLceK3g**,,,,97317,9,1233,1233,0,411,13500,12000,300,400,10,7.5,50,15000,12000,400,300,5,15,75,15000,15000,200,400,5,7.5,25,12000,12000,300,400,5,10,100,15000,15000,300,200,7.5,5,10,10500,15000,300,200,7.5,7.5,50,15000,15000,400,300,5,12.5,50,12000,10500,200,400,10,7.5,10,10500,10500,200,400,15,10,100,13500,13500,300,400,7.5,10,25,20,1.0,1.0,1.0,1.0
32,1,,White,4,2,41149,4,2,13,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",0,,,,,,6,3,Driveway or carport,Less than 2 years,1,10000,3,1,,,,,,,,,,,51,3.0,4.0,4.0,3.0,2,2,2,2,2,2,2,2,2,2,4,3,2,1,3,2,1,3,4,2,3,JsM3xXZTS03mg5nZYkOU7Q**,,,,41149,4,1244,1244,2,414,7000,9000,400,200,5,7.5,25,9000,7000,200,300,12.5,5,10,8000,8000,200,300,5,12.5,75,8000,10000,400,200,5,12.5,100,8000,10000,200,200,15,7.5,50,8000,7000,400,300,10,5,50,8000,10000,200,200,12.5,12.5,100,8000,10000,300,400,15,12.5,25,9000,10000,400,400,15,7.5,10,10000,8000,200,200,15,15,100,51,3.0,4.0,4.0,3.0
64,1,,White,2,0,43062,8,7,7,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2019,1-2 Times per Month,"Running errands,Driving locally",,Multiple Times per Year,4,1,Attached private garage,I do not plan to move out from my current home,1,29000,2,1,,,,,,50,2.0,1.0,1.0,1.0,,,,,,2,2,2,2,2,2,2,2,2,2,3,1,1,3,2,1,1,1,1,4,1,JsM3xXZTS03lBTWwAfNkhw**,,,,43062,4,1249,1249,1,416,23200,23200,400,400,10,15,25,23200,23200,400,400,15,5,100,29000,20300,200,400,10,10,50,20300,23200,400,400,12.5,15,25,20300,26100,200,400,10,12.5,50,26100,29000,300,300,15,15,100,26100,20300,300,300,10,12.5,10,29000,29000,400,200,5,10,25,26100,29000,200,300,5,7.5,25,29000,29000,300,400,7.5,12.5,75,50,2.0,1.0,1.0,1.0
32,2,,White,3,0,45822,2,2,7,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2013,More than 4 Times per Month,"Commuting to work,Running errands,Driving locally,Extended road trips",,Multiple Times per Year,5,0,Driveway or carport,I do not plan to move out from my current home,1,30000,2,1,0,1.0,1.0,1.0,1.0,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,4,3,1,3,2,3,JsM3xXZTS03dleaQUbPZOQ**,,,,45822,4,1245,1245,0,415,21000,27000,400,200,15,12.5,25,24000,30000,200,400,7.5,5,50,30000,21000,300,300,10,15,75,30000,27000,400,300,12.5,12.5,10,21000,24000,200,200,12.5,10,10,30000,30000,300,200,10,10,50,30000,30000,300,300,12.5,10,25,21000,30000,300,400,7.5,7.5,25,30000,21000,300,200,15,15,75,21000,30000,300,300,7.5,10,50,0,1.0,1.0,1.0,1.0
18,2,,White,2,0,78705,8,1,13,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2022,More than 4 Times per Month,"Running errands,Driving locally,Another",Gym,More than Once per Month,4,3,Unassigned parking space in a shared lot or garage,Less than 2 years,1,20000,2,0,40,3.0,3.0,3.0,3.0,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,3,4,2,3,2,JsM3xXZTS00KbTql_8gM4g**,,,,78705,7,1251,1251,0,417,14000,14000,200,300,10,15,25,14000,16000,400,400,15,12.5,100,16000,16000,200,200,12.5,10,75,18000,20000,400,400,15,7.5,75,18000,18000,200,300,7.5,12.5,100,14000,18000,400,200,7.5,12.5,25,16000,14000,300,300,15,5,50,18000,16000,300,200,12.5,5,50,14000,20000,300,200,10,7.5,75,18000,14000,400,300,12.5,5,50,40,3.0,3.0,3.0,3.0
59,2,,White,3,0,85324,4,7,6,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2022,1-2 Times per Month,"Running errands,Driving locally",,Multiple Times per Year,6,0,Driveway or carport,I do not plan to move out from my current home,0,40000,1,1,85,4.0,4.0,4.0,4.0,,,,,,,,,,,1,1,2,1,1,1,2,1,1,2,4,2,4,4,2,5,4,3,4,4,3,JsM3xXZTS03kQEwq2IqHcA**,,,,85324,8,1236,1236,0,412,28000,32000,400,300,15,15,25,40000,32000,300,200,12.5,5,100,40000,32000,200,300,10,10,50,28000,28000,400,200,7.5,15,75,32000,36000,300,400,5,15,10,36000,36000,400,400,10,15,25,28000,28000,200,200,10,7.5,10,32000,28000,400,400,7.5,10,25,32000,40000,400,200,10,10,25,36000,40000,200,300,12.5,7.5,10,85,4.0,4.0,4.0,4.0
87,1,,White,2,0,10463,2,7,7,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2019,3-4 Times per Month,"Running errands,Driving locally,Another",visiting Friends,Multiple Times per Year,5,0,Detached private garage,I do not plan to move out from my current home,1,30000,1,1,0,1.0,1.0,1.0,1.0,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,3,1,1,3,1,1,1,3,1,1,1,JsM3xXZTS01hxaqis4JroA**,,,,10463,1,1242,1242,0,414,21000,27000,400,200,5,7.5,25,27000,21000,200,300,12.5,5,10,24000,24000,200,300,5,12.5,75,24000,30000,400,200,5,12.5,100,24000,30000,200,200,15,7.5,50,24000,21000,400,300,10,5,50,24000,30000,200,200,12.5,12.5,100,24000,30000,300,400,15,12.5,25,27000,30000,400,400,15,7.5,10,30000,24000,200,200,15,15,100,0,1.0,1.0,1.0,1.0
66,1,,White,2,0,17013,2,7,8,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2018,1-2 Times per Month,"Running errands,Driving locally,Extended road trips",,Multiple Times per Year,5,0,Attached private garage,I do not plan to move out from my current home,1,42000,2,1,10,2.0,6.0,2.0,2.0,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,5,4,2,5,5,3,4,4,3,5,3,JsM3xXZTS02ITFYTQfz2FA**,,,,17013,1,1248,1248,0,416,33600,33600,400,400,10,15,25,33600,33600,400,400,15,5,100,42000,29399.999999999996,200,400,10,10,50,29399.999999999996,33600,400,400,12.5,15,25,29399.999999999996,37800,200,400,10,12.5,50,37800,42000,300,300,15,15,100,37800,29399.999999999996,300,300,10,12.5,10,42000,42000,400,200,5,10,25,37800,42000,200,300,5,7.5,25,42000,42000,300,400,7.5,12.5,75,10,2.0,6.0,2.0,2.0
67,2,,White,2,0,31098,8,5,5,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2015,1-2 Times per Month,"Running errands,Driving locally,Extended road trips",,More than Once per Month,4,0,Assigned parking space in a shared lot or garage,In more than 5 years,0,50000,1,1,,,,,,74,4.0,4.0,4.0,4.0,,,,,,2,2,2,2,2,2,2,2,2,2,4,2,2,3,2,3,4,3,2,3,2,JsM3xXZTS02bXk3LlwRjZg**,,,,31098,3,1246,1246,1,415,35000,45000,400,200,15,12.5,25,40000,50000,200,400,7.5,5,50,50000,35000,300,300,10,15,75,50000,45000,400,300,12.5,12.5,10,35000,40000,200,200,12.5,10,10,50000,50000,300,200,10,10,50,50000,50000,300,300,12.5,10,25,35000,50000,300,400,7.5,7.5,25,50000,35000,300,200,15,15,75,35000,50000,300,300,7.5,10,50,74,4.0,4.0,4.0,4.0
50,1,,White,3,1,76011,2,2,10,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2018,3-4 Times per Month,"Commuting to work,Running errands,Driving locally,Extended road trips",,Multiple Times per Year,4,0,Attached private garage,I do not plan to move out from my current home,0,50000,2,1,,,,,,,,,,,80,4.0,4.0,6.0,5.0,2,2,2,2,2,2,2,2,2,2,5,2,1,5,4,4,4,4,5,5,5,JsM3xXZTS02uYjQKVbll4w**,,,,76011,7,1247,1247,2,415,35000,45000,400,200,15,12.5,25,40000,50000,200,400,7.5,5,50,50000,35000,300,300,10,15,75,50000,45000,400,300,12.5,12.5,10,35000,40000,200,200,12.5,10,10,50000,50000,300,200,10,10,50,50000,50000,300,300,12.5,10,25,35000,50000,300,400,7.5,7.5,25,50000,35000,300,200,15,15,75,35000,50000,300,300,7.5,10,50,80,4.0,4.0,6.0,5.0
83,1,,White,3,0,92675,2,7,7,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2017,3-4 Times per Month,"Driving locally,Extended road trips",,Multiple Times per Year,5,0,Attached private garage,I do not plan to move out from my current home,0,25000,1,1,,,,,,,,,,,11,4.0,4.0,4.0,4.0,2,2,2,2,2,2,2,2,2,2,3,1,3,2,1,1,3,1,1,2,1,JsM3xXZTS00LaEInMhTTCg**,,,,92675,9,1250,1250,2,416,20000,20000,400,400,10,15,25,20000,20000,400,400,15,5,100,25000,17500,200,400,10,10,50,17500,20000,400,400,12.5,15,25,17500,22500,200,400,10,12.5,50,22500,25000,300,300,15,15,100,22500,17500,300,300,10,12.5,10,25000,25000,400,200,5,10,25,22500,25000,200,300,5,7.5,25,25000,25000,300,400,7.5,12.5,75,11,4.0,4.0,4.0,4.0
63,2,,White,1,0,11375,2,7,4,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2020,Less than Once per Month,"Running errands,Driving locally",,Less than Once per Year,4,0,Assigned parking space in a shared lot or garage,In more than 5 years,0,30000,1,0,,,,,,,,,,,60,4.0,4.0,5.0,3.0,2,2,2,1,2,2,2,2,2,1,3,2,2,3,1,4,4,1,2,3,2,JsM3xXZTS03-9xWUZx29Fg**,,,,11375,1,1241,1241,2,413,30000,27000,200,300,12.5,10,10,30000,24000,300,200,12.5,7.5,25,24000,21000,300,300,10,15,50,21000,30000,400,200,12.5,15,50,24000,21000,300,400,15,5,50,21000,27000,400,300,12.5,7.5,50,30000,21000,400,400,15,10,75,27000,30000,400,300,12.5,12.5,50,27000,27000,200,200,7.5,15,10,21000,30000,200,300,7.5,12.5,100,60,4.0,4.0,5.0,3.0
59,2,,Black or African American,2,0,38902,8,1,4,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2020,More than 4 Times per Month,"Running errands,Driving locally",,Less than Once per Year,5,3,Driveway or carport,Less than 2 years,1,8000,1,1,,,,,,,,,,,80,5.0,5.0,4.0,5.0,2,2,2,2,2,2,2,2,2,2,4,1,1,5,4,5,3,4,3,5,4,JsM3xXZTS00oJsmPTjxnYQ**,,,,38902,3,1238,1238,2,412,5600,6400,400,300,15,15,25,8000,6400,300,200,12.5,5,100,8000,6400,200,300,10,10,50,5600,5600,400,200,7.5,15,75,6400,7200,300,400,5,15,10,7200,7200,400,400,10,15,25,5600,5600,200,200,10,7.5,10,6400,5600,400,400,7.5,10,25,6400,8000,400,200,10,10,25,7200,8000,200,300,12.5,7.5,10,80,5.0,5.0,4.0,5.0
28,1,,Black or African American,2,0,76104,8,8,12,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2021,3-4 Times per Month,"Commuting to work,Running errands,Driving locally",,Multiple Times per Year,4,0,Driveway or carport,I do not plan to move out from my current home,1,23000,1,1,37,4.0,4.0,4.0,4.0,,,,,,,,,,,2,2,2,2,1,1,1,2,1,2,3,4,2,4,4,3,3,4,3,3,4,JsM3xXZTS011_KkmPm2VYw**,,,,76104,7,1254,1254,0,418,20700,20700,300,300,10,10,75,18400,16099.999999999998,400,300,10,7.5,50,23000,23000,400,300,12.5,12.5,25,16099.999999999998,18400,200,400,10,15,10,16099.999999999998,18400,300,300,5,10,50,18400,16099.999999999998,400,400,15,5,25,18400,23000,400,300,12.5,7.5,50,16099.999999999998,18400,400,200,12.5,5,50,20700,16099.999999999998,300,200,5,12.5,50,16099.999999999998,18400,300,200,7.5,15,100,37,4.0,4.0,4.0,4.0
34,1,,Black or African American,2,0,18706,4,2,4,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2022,More than 4 Times per Month,"Commuting to work,Running errands,Driving locally",,More than Once per Month,5,1,Detached private garage,In the next 2-5 years,0,23000,2,1,,,,,,,,,,,100,6.0,6.0,6.0,6.0,1,1,1,1,1,1,2,1,1,2,5,4,2,4,5,4,5,5,4,5,4,JsM3xXZTS01Io_hsEM0bGw**,,,,18706,1,1253,1253,2,417,16099.999999999998,16099.999999999998,200,300,10,15,25,16099.999999999998,18400,400,400,15,12.5,100,18400,18400,200,200,12.5,10,75,20700,23000,400,400,15,7.5,75,20700,20700,200,300,7.5,12.5,100,16099.999999999998,20700,400,200,7.5,12.5,25,18400,16099.999999999998,300,300,15,5,50,20700,18400,300,200,12.5,5,50,16099.999999999998,23000,300,200,10,7.5,75,20700,16099.999999999998,400,300,12.5,5,50,100,6.0,6.0,6.0,6.0
69,2,,White,1,0,83607,8,7,3,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",0,,,,,,4,1,Driveway or carport,Less than 2 years,1,8000,2,0,,,,,,49,4.0,4.0,3.0,4.0,,,,,,1,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,2,JsM3xXZTS011T66nFlJhyw**,,,,83607,8,1177,1177,1,392,6400,6400,300,200,15,12.5,100,6400,6400,300,300,5,7.5,100,5600,7200,400,200,10,15,75,6400,6400,300,200,15,5,50,5600,6400,400,400,7.5,10,100,5600,6400,400,300,15,10,75,6400,7200,400,300,7.5,15,100,7200,6400,300,300,5,15,10,8000,8000,300,200,12.5,5,75,6400,7200,200,400,5,12.5,75,49,4.0,4.0,3.0,4.0
39,1,,Black or African American,1,0,32124,2,3,5,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2022,More than 4 Times per Month,"Running errands,Driving locally,Extended road trips",,Multiple Times per Year,6,0,Attached private garage,I do not plan to move out from my current home,0,85000,1,1,,,,,,100,6.0,6.0,6.0,6.0,,,,,,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,JsM3xXZTS03Hspz06JllWg**,,,,32124,3,1255,1255,1,418,76500,76500,300,300,10,10,75,68000,59499.99999999999,400,300,10,7.5,50,85000,85000,400,300,12.5,12.5,25,59499.99999999999,68000,200,400,10,15,10,59499.99999999999,68000,300,300,5,10,50,68000,59499.99999999999,400,400,15,5,25,68000,85000,400,300,12.5,7.5,50,59499.99999999999,68000,400,200,12.5,5,50,76500,59499.99999999999,300,200,5,12.5,50,59499.99999999999,68000,300,200,7.5,15,100,100,6.0,6.0,6.0,6.0
33,1,,Black or African American,3,1,60501,4,2,8,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2020,More than 4 Times per Month,"Commuting to work,Running errands",,Multiple Times per Year,3,1,Assigned parking space in a shared lot or garage,Less than 2 years,0,60000,2,0,16,3.0,3.0,2.0,2.0,,,,,,,,,,,1,2,1,1,2,1,2,2,2,2,4,2,3,3,2,2,3,3,2,4,2,JsM3xXZTS02y040WWAuHVA**,,,,60501,6,1257,1257,0,419,60000,42000,300,300,7.5,15,10,54000,48000,300,400,10,12.5,75,54000,42000,400,300,7.5,5,25,48000,42000,200,200,15,10,10,60000,54000,200,200,7.5,12.5,100,48000,60000,300,300,5,12.5,75,60000,60000,200,200,12.5,5,25,48000,42000,400,400,5,10,25,48000,54000,300,400,5,5,10,42000,54000,200,300,12.5,7.5,10,16,3.0,3.0,2.0,2.0
60,2,,White,2,0,75023,2,2,8,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2013,3-4 Times per Month,"Running errands,Driving locally,Extended road trips",,More than Once per Month,5,1,Attached private garage,I do not plan to move out from my current home,0,60000,2,1,50,3.0,4.0,3.0,3.0,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,4,3,3,4,4,3,4,4,4,4,3,JsM3xXZTS03jAaEhYjzLnA**,,,,75023,7,1260,1260,0,420,60000,60000,200,400,10,12.5,75,48000,54000,200,300,12.5,5,50,42000,42000,400,400,12.5,10,75,54000,48000,200,300,10,12.5,100,42000,60000,200,400,7.5,12.5,25,60000,48000,300,200,5,5,10,60000,48000,200,300,5,15,25,54000,42000,200,200,5,5,10,42000,42000,200,400,10,5,50,60000,42000,400,200,10,5,100,50,3.0,4.0,3.0,3.0
46,2,,"White,Hispanic or Latino",3,1,80435,6,2,8,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",1,2019,3-4 Times per Month,"Commuting to work,Running errands",,Multiple Times per Year,5,1,Unassigned parking space in a shared lot or garage,Less than 2 years,0,30000,2,1,,,,,,19,2.0,4.0,3.0,2.0,,,,,,2,2,2,2,2,2,2,2,2,2,4,3,2,4,2,5,4,3,4,4,4,JsM3xXZTS03h_pGlpVOYSg**,,,,80435,8,1264,1264,1,421,21000,21000,400,200,10,12.5,25,27000,24000,200,200,7.5,7.5,10,24000,30000,200,200,7.5,12.5,25,24000,27000,400,400,5,7.5,10,30000,21000,300,400,12.5,7.5,50,21000,27000,300,300,7.5,12.5,75,27000,27000,300,200,15,7.5,100,27000,24000,200,200,10,5,100,24000,24000,200,400,12.5,5,50,30000,24000,400,200,7.5,7.5,50,19,2.0,4.0,3.0,2.0
59,2,,White,1,0,02719,2,2,7,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2018,1-2 Times per Month,Commuting to work,,Multiple Times per Year,4,0,Driveway or carport,I do not plan to move out from my current home,1,20000,2,1,,,,,,50,5.0,5.0,5.0,3.0,,,,,,2,2,2,2,2,2,2,2,2,2,3,2,1,3,2,4,3,2,4,3,4,JsM3xXZTS03PuZKtsM4Ebw**,,,,02719,0,1261,1261,1,420,20000,20000,200,400,10,12.5,75,16000,18000,200,300,12.5,5,50,14000,14000,400,400,12.5,10,75,18000,16000,200,300,10,12.5,100,14000,20000,200,400,7.5,12.5,25,20000,16000,300,200,5,5,10,20000,16000,200,300,5,15,25,18000,14000,200,200,5,5,10,14000,14000,200,400,10,5,50,20000,14000,400,200,10,5,100,50,5.0,5.0,5.0,3.0
30,2,,Black or African American,3,1,41095,4,2,12,"I, or someone in my household, have not owned or leased a plug-in electric vehicle.",2,2019,More than 4 Times per Month,"Running errands,Driving locally,Extended road trips",,Once per Month,5,1,Driveway or carport,I do not plan to move out from my current home,1,8100,1,1,,,,,,,,,,,93,6.0,6.0,6.0,6.0,2,1,2,2,1,2,1,2,2,2,5,5,1,5,5,2,5,5,5,5,5,JsM3xXZTS01V9hvs1O-zyw**,,,,41095,4,1262,1262,2,420,8100,8100,200,400,10,12.5,75,6480,7290,200,300,12.5,5,50,5670,5670,400,400,12.5,10,75,7290,6480,200,300,10,12.5,100,5670,8100,200,400,7.5,12.5,25,8100,6480,300,200,5,5,10,8100,6480,200,300,5,15,25,7290,5670,200,200,5,5,10,5670,5670,200,400,10,5,50,8100,5670,400,200,10,5,100,93,6.0,6.0,6.0,6.0
